code,coname,house,analyst,carm,yy,mm,dd,title
34120,SBS,부국증권,김성훈,0.0425099055,2011.0,1.0,26.0,4분기 실적 Review-과도한 우려감은 피해야
1300,제일모직,삼성증권,김종완,0.0706177807,2011.0,11.0,2.0,전방사업의 부진을 피해가지 못한 실적
103150,하이트맥주,신한금융투자,이선경,-0.04769764,2011.0,5.0,23.0,"1분기 예상대로 부진, 2분기 이후는 원가부담도 가세"
660,SK하이닉스,유진투자증권,이정,0.0036084758,2011.0,12.0,26.0,4Q11 Preview: 메모리가격 급락으로 실적 부진할전망->해외경쟁업체대비 양호한 실적
11070,LG이노텍,하나대투증권,전성훈,0.0759754994,2011.0,1.0,24.0,TV 업황 부진에 따른 LED 회복 지연 우려
2550,KB손해보험,하이투자증권,김지현,0.0704642488,2011.0,10.0,31.0,부진한 실적은 주가에 기반영
6800,미래에셋대우,한국투자증권,이철호,-0.025179617,2011.0,11.0,28.0,2Q FY11 review: 업황 악화에다 거듭된 일회성 손실로 실적 부진
4370,농심,한화투자증권,박종록,-0.002539234,2011.0,7.0,19.0,2Q Preview-높아진 원가부담에 부진한 2분기 실적예상
2550,KB손해보험,NH농협증권,윤태호,0.0359030513,2012.0,5.0,29.0,"2012년 경쟁심화, 상위보험사와 실적 gap 축소가 관건"
112040,위메이드,NH농협증권,장우진,0.0750456934,2012.0,4.0,25.0,과거에 연연하는 바보는 미래를 꿈꾸는 바보(?)를 이해하지 못한다
28670,팬오션,SK증권,복진만,-0.028701531,2012.0,7.0,10.0,Dry벌크 업황부진 장기화 우려
1430,세아베스틸,하나대투증권,김정욱,-0.161224962,2012.0,10.0,26.0,실적부진 우려보다 더 과도한 저평가
2550,KB손해보험,한국투자증권,이철호,0.0359030513,2012.0,5.0,29.0,회사에 대해서는 고민할 필요가 없다
3490,대한항공,BS투자증권,박세진,-0.022482561,2013.0,2.0,4.0,"4Q12 Review: 어닝쇼크, 일본노선 부진은 1분기까지 실적에 부담"
33780,KT&G,HMC투자증권,정혜승,-0.078146899,2013.0,1.0,18.0,4Q Review- 국내 담배사업 일시 부진 vs. 홍삼 부진 추세 지속
5490,POSCO,IBK투자증권,박병칠,0.0018297085,2013.0,10.0,16.0,"수익 3Q 부진에서 점진 회복, 경쟁 강도 심화 우려"
100220,비상교육,IBK투자증권,손주리,0.0742406128,2013.0,3.0,20.0,비상(飛上)의 날개 짓이 시작되다
47040,대우건설,KTB투자증권,김선미,-0.067038372,2013.0,1.0,31.0,4Q12 Review: 4Q에도 반복된 주택관련 손실로 부진한 실적 기록
4170,신세계,LIG투자증권,이지영,-0.01994621,2013.0,1.0,30.0,소매경기 부진 및 차입금 급증의 부담
12630,HDC,NH농협증권,강승민,-0.009512173,2013.0,2.0,6.0,4Q Review-자체사업 손실 반영으로 부진한 실적
47040,대우건설,NH농협증권,강승민,-0.067038372,2013.0,1.0,31.0,4Q Review-주택관련손실 반영으로 부진
2350,넥센타이어,SK증권,김용수,-0.036283441,2013.0,10.0,2.0,업황부진과 투자부담에도 비교적 선방
1680,대상,동부증권,차재헌,-0.096135577,2013.0,1.0,29.0,고질적 4Q실적 부진 재발
6400,삼성SDI,동양증권,박현,-0.011313568,2013.0,10.0,28.0,단기 실적부진은 부담요인
11780,금호석유,동양증권,황규원,-0.074799177,2013.0,2.0,26.0,"업황부진+Overhang 부담, 목표주가 110,000원으로 하향"
36460,한국가스공사,우리투자증권,이창목,-0.032968112,2013.0,12.0,17.0,캐나다 가스전 손실로 2013년 당기순손실 예상
47050,포스코인터내셔널,유진투자증권,주익찬,-0.063575407,2013.0,1.0,21.0,"철강가격 상승 중이어서, 무역부문 부진 우려는 주 가에 이미 반영"
2550,KB손해보험,이트레이드증권,이치영,-0.005314938,2013.0,4.0,12.0,단기 실적 부진 때문에 떨어진 지금이 매수 기회
86790,하나금융지주,하이투자증권,유상호,0.0058334839,2013.0,3.0,25.0,반대매수 청구권 행사에 따른 오버행 우려는 불필요
2550,KB손해보험,한국투자증권,이철호,0.0567879604,2013.0,8.0,2.0,1QFY13 Review: 과거와 같은 실수를 반복할 여유가 없다 (요약)
28150,GS홈쇼핑,BS투자증권,오린아,-0.02021282,2014.0,4.0,29.0,"TV부문 부진, 상반기까지 부담 예상"
4370,농심,HMC투자증권,정혜승,-0.051340928,2014.0,8.0,18.0,라면 경쟁심화에 따른 실적 부진
2550,KB손해보험,IBK투자증권,홍승일,0.0214896993,2014.0,11.0,3.0,14.3Q Review: 자동차손해율 상승으로 인한 실적 감소
3550,LG,KTB투자증권,오진원,-0.006710556,2014.0,1.0,10.0,4Q13 Preview: 비상장사 실적 부진 지속. 지주회사의 모멘텀 제한적
60,메리츠화재,NH농협증권,김태현,-0.026560831,2014.0,4.0,30.0,1Q Review: 손해율 악화로 부진한 실적
11790,SKC,NH농협증권,최지환,0.0468653375,2014.0,2.0,7.0,"4Q13Review : 4Q 부진, 1Q 화학/필름 개선, 자회사 부진 예상"
2550,KB손해보험,대신증권,강승건,0.0224646795,2014.0,3.0,4.0,어닝은 만족 / 일반보험 손해율 부담은 불만족
139130,DGB금융지주,동부증권,이병건,-0.01226778,2014.0,2.0,6.0,4Q13 실적 Review:실적부진은 트레이딩 손실 때문
60,메리츠화재,메리츠종금증권,윤제민,0.0293905292,2014.0,12.0,11.0,자보 손해율 및 위험손해율 개선을 통해 합산비율 안정화 전망
4170,신세계,미래에셋증권,박유미,-0.0011236,2014.0,2.0,20.0,1 월 실적부진에 따른 우려 크지 않아
53000,우리금융,미래에셋증권,강혜승,-0.031634662,2014.0,2.0,7.0,매각 자회사 중단영업손실 인식함에 따라 당기 순손실 기록
3550,LG,우리투자증권,김동양,0.0032803447,2014.0,1.0,22.0,비상장자회사 실적모멘텀 부진 지속
60,메리츠화재,유안타증권,원재웅,-0.018053007,2014.0,11.0,20.0,"내년에는 자동차 손해율도 잡히고, 위험손해율도 잡힐 전망"
55550,신한지주,키움증권,서영수,-0.058967627,2014.0,2.0,12.0,"4Q, 비은행 자회사 부진이 실적 부진 요인"
86900,메디톡스,키움증권,김지현,0.0035442152,2014.0,4.0,2.0,밸류에이션 매력도 상승! 국내 경쟁심화에 따른 성장성 우려는 기우(杞憂)에 불과
28150,GS홈쇼핑,하나대투증권,박종대,-0.028298315,2014.0,1.0,6.0,온라인化의 불편한 진실
34220,LG디스플레이,하나대투증권,남대종,0.0204501822,2014.0,2.0,11.0,TV 전쟁: 일본의 몰락
830,삼성물산,하이투자증권,노기영,0.0224911473,2014.0,1.0,27.0,"4Q 주택 손실 부담, 하지만 견고한 14년 투자포인트!"
31430,신세계인터내셔날,한국투자증권,나은채,-0.005508853,2014.0,1.0,26.0,"우려는 과도, 그러나 성장통과 높은 밸류에이션은 아직 부담 요인"
10620,현대미포조선,한화투자증권,정동익,-0.03493454,2014.0,3.0,18.0,미련이 상처를 남긴다
103140,풍산,KB투자증권,김현태,-0.07722968,2015.0,1.0,30.0,메탈손실과 방산 성장성 둔화가 2015년 부담 요인
103140,풍산,KB투자증권,김현태,-0.032942527,2015.0,4.0,8.0,전기동 가격 하락에 따른 메탈손실로 실적 부진
34120,SBS,KTB투자증권,최찬석,-0.195249524,2015.0,6.0,24.0,중국의 예능 규제 루머로 급락
103140,풍산,LIG투자증권,김윤상,-0.07722968,2015.0,1.0,30.0,전기동 가격 급락에 따른 실적 부진은 주가에 기반영
35760,CJ ENM,SK증권,김기영,0.0081542788,2015.0,2.0,3.0,4Q Review : 패션 부진. ‘15 년에는 SO 수수료 부담 완화
96770,SK이노베이션,SK증권,손지우,0.0047506808,2015.0,2.0,6.0,피할 수 없었던 유가급락의 충격
2550,KB손해보험,대신증권,강승건,0.0024614595,2015.0,3.0,31.0,장기 위험손해율 급락으로 순이익 크게 증가
5830,DB손해보험,대신증권,강승건,-0.01035468,2015.0,4.0,1.0,장기 위험손해율 상승으로 경쟁사 대비 부진한 실적
2550,KB손해보험,메리츠종금증권,김고은,0.0163140343,2015.0,10.0,1.0,미주법인 손실 마무리가 관건
5490,POSCO,미래에셋증권,이재광,0.0205810329,2015.0,2.0,9.0,자회사 실적부진 및 대규모 영업외손실 반영
2550,KB손해보험,삼성증권,장효선,0.0758825104,2015.0,11.0,2.0,"3Q Review - 미주법인 손실은 마무리 국면, 본질적 어닝파워에 주목할 시점"
11170,롯데케미칼,신한금융투자,이응주,-0.005518967,2015.0,2.0,9.0,유가 급락 피해주에서 수혜주로!
47040,대우건설,신한금융투자,박상연,-0.111766988,2015.0,10.0,28.0,한고비 넘긴 해외 부진 우려
81660,휠라홀딩스,신한금융투자,박희진,0.0034314759,2015.0,11.0,17.0,국내 부진에 대한 고민
1450,현대해상,유진투자증권,서보익,0.0048100752,2015.0,2.0,25.0,2015년에도 손해율 부담의 연장선 상에 위치
185750,종근당,이베스트투자증권,신재훈,-0.17228696,2015.0,10.0,12.0,공격적인 R&D 투자로 실적부진 예상
139480,이마트,HMC투자증권,박종렬,-0.022300051,2016.0,8.0,12.0,업황 부진과 경쟁심화
4170,신세계,IBK투자증권,안지영,-0.000368965,2016.0,1.0,29.0,"신세계DF 양도 지연, 비용부담 우려보다 제한적"
320,노루홀딩스,KB투자증권,강선아,-0.002530789,2016.0,5.0,27.0,"양호한 1Q16 실적에도 불구하고, 비상장 자회사의 전방산업 부진으로 모멘텀 둔화"
2550,KB손해보험,KDB대우증권,정길원,0.0593474356,2016.0,2.0,18.0,고질적 할인 요인의 해소
47050,포스코인터내셔널,SK증권,손지우,0.0062139787,2016.0,1.0,30.0,계속되는 세전손실 우려
1450,현대해상,교보증권,박혜진,-0.060284796,2016.0,2.0,24.0,"2015년 12월 순손실 -682억원, 4Q15 순손실 -300억원 기록"
9540,한국조선해양,교보증권,이강록,0.0043154883,2016.0,1.0,19.0,실적 부진보다 업황 부진이 문제
1680,대상,동부증권,차재헌,-0.116475919,2016.0,2.0,2.0,"4Q15 실적 부진, 급락시 매수"
270,기아차,메리츠종금증권,김준성,-0.016591736,2016.0,3.0,3.0,"부진한 2 월 글로벌 판매, 재고 부담 여전"
2550,KB손해보험,미래에셋증권,원재웅,0.0278401579,2016.0,7.0,22.0,2Q16 Review:일반 및 자동차 손해율 개선에 따른 호실적 기록
139480,이마트,삼성증권,남옥진,-0.030205189,2016.0,8.0,10.0,대형마트의 실적 부진 우려
370,한화손해보험,신한금융투자,임희연,0.0559708199,2016.0,11.0,1.0,자동차 손해율 개선세에 집중
2550,KB손해보험,신한금융투자,손미지,0.0624110058,2016.0,10.0,21.0,기대 이상의 손해율 vs. 일회성 투자 손실
93050,LF,신한금융투자,박희진,-0.006637316,2016.0,11.0,14.0,계속되는 매출 부진에 대한 우려
138930,BNK금융지주,신한금융투자,김수현,-0.029455652,2016.0,2.0,4.0,실적 부진 vs. 자본 비율 우려 완화
2550,KB손해보험,유진투자증권,서보익,0.0593474356,2016.0,2.0,18.0,Valuation 부담이 없는 지금이 가장 유리한 시점
80,하이트진로,이베스트투자증권,송치호,-0.051200226,2016.0,10.0,17.0,돈되는 각론 - 맥주산업 경쟁심화 우려가 존재
1120,LG상사,키움증권,김상구,0.0888443482,2016.0,2.0,4.0,대규모 손실과 불안감 해소
3550,LG,하나금융투자,오진원,-0.007976185,2016.0,11.0,21.0,비상장 3사 실적 개선을 상쇄한 주요 상장사 부진
200130,콜마비앤에이치,한국투자증권,박가영,-0.065943576,2016.0,8.0,17.0,채널 다변화 고민할 시점
5440,현대그린푸드,한화투자증권,남성현,-0.004556551,2016.0,11.0,16.0,단체급식 사업 부진에 대한 우려 과도해
108790,인터파크,한화투자증권,지인해,0.0098769747,2016.0,9.0,19.0,소비트렌드 선두주자 vs 밸류에이션 부담과 경쟁심화
10120,LS산전,현대증권,전용기,-0.114335917,2016.0,10.0,28.0,부진한 3분기 실적은 성장에 대한 고민
69960,현대백화점,IBK투자증권,안지영,-0.001059711,2017.0,1.0,12.0,업황 부진 속 면세점 진출로 우려감 확대
3690,코리안리,KB증권,이남석,-0.028097031,2017.0,11.0,2.0,3Q17 Review: 해외 손해율 상승으로 실적 부진
5300,롯데칠성,KB증권,박애란,0.008736254,2017.0,8.0,20.0,맥주 비용 부담 우려는 이미 주가에 반영
20560,아시아나항공,KB증권,강성진,0.0078630035,2017.0,2.0,6.0,연결자회사 실적부진과 대규모 외환손실
122870,와이지엔터테인먼트,KTB투자증권,이남준,-0.04523576,2017.0,1.0,2.0,빅뱅의 비상이 조금은 부담스럽다
1430,세아베스틸,NH투자증권,변종만,0.0535402894,2017.0,1.0,12.0,국내수요 부진과 경쟁심화 극복해야
32830,삼성생명,대신증권,강승건,0.0111229799,2017.0,1.0,5.0,변액보증준비금 부담으로 부진한 실적 전망
11210,현대위아,메리츠종금증권,김준성,-0.153239407,2017.0,1.0,31.0,부품 부진을 넘어서니 기계 부진이 시작
2550,KB손해보험,신한금융투자,손미지,0.0069781532,2017.0,2.0,22.0,우려는 있지만 그래도 저평가
17670,SK텔레콤,유안타증권,최남곤,-0.037420742,2017.0,11.0,6.0,"3Q Review : 규제 분위기를 고려한다면, 충분히 수긍가는 '실적 부진'"
78140,대봉엘에스,이베스트투자증권,최주홍,0.005754851,2017.0,10.0,31.0,"부진한 3Q17E 예상, 그러나 최악은 지났다"
270,기아차,케이프투자증권,신재영,-0.016056119,2017.0,4.0,28.0,"중국, 미국 시장의 부진 우려, 그리고 통상임금 불확실성"
5380,현대차,케이프투자증권,신재영,0.0496257583,2017.0,4.0,27.0,실적 부진 우려에도 상대적으로 선방
10140,삼성중공업,케이프투자증권,최진명,-0.41585199,2017.0,12.0,7.0,업황은 개선되고 있는데……시장을 놀라게 만든 충격적인 발표
47040,대우건설,케이프투자증권,김기룡,0.1311684957,2017.0,2.0,10.0,"Big Bath 현실화, 향후 해외 손실 우려는 완화"
10620,현대미포조선,키움증권,조병희,-0.018431504,2017.0,2.0,10.0,수주 잔고 감소에 따른 매출 부진 우려
5830,DB손해보험,한화투자증권,성용훈,0.0222829893,2017.0,12.0,1.0,[’17.10월 Review] ‘흐린’ 업황 사이클 고민. ‘중간’ 정도 매력
23530,롯데쇼핑,한화투자증권,남성현,0.1018684957,2017.0,2.0,10.0,주력 사업부 부진이 고민
120,CJ대한통운,KB증권,강성진,-0.038544677,2018.0,11.0,9.0,3Q18 Review - 택배 일회성 손실 반영해 부진
200130,콜마비앤에이치,골든브릿지투자증권,김장열,0.0143366349,2018.0,8.0,29.0,[NDR후기] 시장 우려와는 달리 2018년 건재하다.
32640,LG유플러스,교보증권,박건영,-0.033919243,2018.0,9.0,18.0,유료방송사업자와 시너지 고민해볼 시기
810,삼성화재,대신증권,강승건,-0.039399914,2018.0,1.0,2.0,ERP 비용 반영과 손해율 지표 부진
1450,현대해상,대신증권,강승건,-0.115399914,2018.0,1.0,2.0,사업비 부담은 존재하지만 손해율 측면에서는 우수
2350,넥센타이어,메리츠종금증권,김준성,0.0413113695,2018.0,7.0,4.0,공급과잉·경쟁심화로 손익악화 우려 증가
108670,LG하우시스,유안타증권,김기룡,0.0001347204,2018.0,11.0,29.0,전방 산업 부진과 원가 부담
105560,KB금융,유진투자증권,김인,-0.023966123,2018.0,1.0,18.0,4Q17 실적둔화 우려가 부담스럽지 않은 이유
2300,한국제지,HMC투자증권,이주병,0.1320194655,2009.0,3.0,17.0,환율 상승은 부담이지만 수익성 개선 추이에 주목
4170,신세계,HMC투자증권,박종렬,0.0505760216,2009.0,1.0,23.0,목표주가의 현실화: 우리는 올해를 더 우려한다!
4940,외환은행,HMC투자증권,구경회,-0.03263995,2009.0,3.0,31.0,NIM 하락의 악영향이 비교적 작다
15940,LG데이콤,HMC투자증권,이남령,-0.037061709,2009.0,10.0,21.0,3Q 실적 Review: 우려보다는 양호
33630,SK브로드밴드,HMC투자증권,이남령,-0.030117743,2009.0,6.0,1.0,하반기 경쟁 양상의 변화로 실적 둔화 우려
57030,YBM넷,HMC투자증권,이주병,0.1485629507,2009.0,2.0,26.0,환율상승은 부담이지만 견조한 성장 전망
80160,모두투어,HMC투자증권,이주병,0.0534027931,2009.0,1.0,16.0,"최악의 상황이지만, 점진적인 개선 전망"
2300,한국제지,IBK투자증권,이선애,0.0265676724,2009.0,11.0,17.0,펄프값 상승 우려 중에서도 수익성 견조하다
210,대림산업,KB투자증권,김동준,0.0280223329,2009.0,2.0,2.0,"1Q09 전망: 최악은 지났으나, 본격적인 실적 개선은 시간이 필요"
15940,LG데이콤,KB투자증권,김동준,-0.092823978,2009.0,1.0,23.0,1Q09 전망: 고민 많은 2009년
880,한화,KDB대우증권,최용구,0.0678419279,2009.0,1.0,19.0,‘승자의 저주’에 대한 우려가 걷히고 있다!
4020,현대제철,KDB대우증권,양기인,0.0460477933,2009.0,1.0,30.0,"최악이 예상되는 1분기, 그러나 바닥이라는 확신은 없다!"
9190,대양금속,KDB대우증권,양기인,-0.012599316,2009.0,5.0,13.0,Momentum은 있으나 Valuation이 부담스럽다.
23160,태광,KDB대우증권,성기종,0.1269343136,2009.0,3.0,9.0,진짜 실력은 위기 속에 빛을 발한다!
36930,주성엔지니어링,KDB대우증권,송종호,0.1651090706,2009.0,2.0,3.0,실적 부진 리스크 고려할 시기
53000,우리금융,KDB대우증권,구용욱,-0.138970717,2009.0,2.0,13.0,우려의 일부는 해소될 것인가?
65130,탑엔지니어링,KDB대우증권,강윤흠,0.1023090706,2009.0,2.0,3.0,실적 모멘텀 부진하나 성장 동력은 확보
210,대림산업,NH농협증권,강승민,0.0280223329,2009.0,2.0,2.0,4Q Review . 예상보다 부진한 실적
6400,삼성SDI,NH농협증권,강윤흠,-0.004519438,2009.0,11.0,23.0,호재를 대부분 선반영해 부담스러운 밸류에이션 수준
10950,S-Oil,NH농협증권,최지환,-0.02356562,2009.0,1.0,28.0,Oil-‘08년 4분기 : 재고평가 손실로 예상치 하회
15760,한국전력,NH농협증권,지헌석,0.0062626101,2009.0,2.0,6.0,4Q Review: 구입전력비 급증하여 사상 최악의 실적 기록
16510,현대DSF,NH농협증권,홍성수,-0.04763739,2009.0,2.0,6.0,4분기 Review : 지역 경기 하강으로 영업 부진
23530,롯데쇼핑,NH농협증권,홍성수,-0.10480625,2009.0,2.0,4.0,4분기 Review : 당분간 실적 부진 지속 전망
32640,LG유플러스,NH농협증권,김홍식,0.0099600495,2009.0,3.0,31.0,시장 우려에도 불구하고 1분기 실적 나쁘지 않아
33630,SK브로드밴드,NH농협증권,김홍식,-0.08924054,2009.0,2.0,9.0,"4Q 예상보다도 더 부진, 계열사간 합병 당분간 어려워"
89480,평산,NH농협증권,최지환,0.0028343136,2009.0,3.0,9.0,"4Q 실적 부진 보다 풍력시장 성장, 유동성 문제 해소에 초점"
830,삼성물산,SK증권,김기영,-0.010323978,2009.0,1.0,23.0,무역부문 수익성 둔화 우려
10130,고려아연,SK증권,이원재,-0.118171224,2009.0,2.0,27.0,TC 우려에 따른 조정시 비중확대 권고
33640,네패스,SK증권,박정욱,-0.028531431,2009.0,3.0,19.0,자회사 성적 개선과 환손실 감소로 세전액 증가 전망
68790,DMS,SK증권,박정욱,0.0082906548,2009.0,2.0,16.0,KIKO손실로 아쉬웠던 사상 최대 실적
60,메리츠화재,[구]푸르덴셜투자증권,성병수,0.0049127312,2009.0,7.0,1.0,영업력 약화 우려는 이른 판단
2550,KB손해보험,[구]푸르덴셜투자증권,성병수,0.0100127312,2009.0,7.0,1.0,성장세 회복에 따른 펀더멘털 개선 중
15940,LG데이콤,[구]푸르덴셜투자증권,황성진,-0.019349063,2009.0,3.0,11.0,환경변화에 따른 우려보다는 굳건한 성장세에 주목할 필요
32640,LG유플러스,[구]푸르덴셜투자증권,황성진,-0.060852207,2009.0,1.0,30.0,"4분기 실적부진, 일회성 요인 반영"
35720,카카오,[구]푸르덴셜투자증권,박한우,-0.04255422,2009.0,3.0,25.0,1분기 예상된 부진
47040,대우건설,[구]푸르덴셜투자증권,박형렬,0.0541724289,2009.0,2.0,5.0,대한통운 유상감자 : 차입금 감소하나 09년까지 이자비용 부담
240,한국테크놀로지그룹,대신증권,김병국,0.0008083691,2009.0,2.0,17.0,"‘최악의 상황’을 경험했다, 2009년 타이어 업종 Top-picks"
3550,LG,대신증권,김용식,0.0224434175,2009.0,12.0,18.0,자회사 실적부진이 반영된 주가. 잠시 쉬어갈 뿐…
15760,한국전력,대신증권,양지환,0.0062626101,2009.0,2.0,6.0,"08년 실적 예견된 부진, 09년 요금인상없이는 실적 개선폭 미미할 전망"
19680,대교,대신증권,정봉일,-0.000691631,2009.0,2.0,17.0,08년 4Q 부진의 연속
53800,안랩,대신증권,강록희,-0.00783739,2009.0,2.0,6.0,경기침체로 실적 회복 시기 늦어질 전망
66570,LG전자,대신증권,박강호,-0.00120176,2009.0,1.0,8.0,08년 4Q Preview : 휴대폰의 제품믹스 약화 및 DA 부진으로 당사 추정치를 하회할 전망
73240,금호타이어,대신증권,김병국,0.0671404857,2009.0,8.0,3.0,상반기 실적부진은 턴어라운드의 수순
660,SK하이닉스,동부증권,이민희,0.1874127555,2009.0,3.0,30.0,지금 메모리 주식에 투자하면 결국 후회할 것
33780,KT&G,동부증권,차재헌,0.0060151861,2009.0,1.0,22.0,"고민되는 순간, 방망이를 짧게 잡자"
36030,KTH,동부증권,김석민,0.0141500123,2009.0,4.0,22.0,1Q09 Review: 부진하지만 정직한 실적
37150,CJ인터넷,동부증권,김석민,-0.10610625,2009.0,2.0,4.0,유료화 역량의 모범사례
37440,희림,동부증권,홍서연,0.0891677123,2009.0,8.0,11.0,부진한 2분기 실적보다 하반기 수주 증가에 주목
51910,LG화학,동부증권,백관종,-0.039777667,2009.0,2.0,2.0,"4Q08 Review: 예상보다 부진했으나, 실제 내용은 양호"
64960,S&T모티브,동부증권,윤태식,-0.141929633,2009.0,2.0,24.0,부진한 4Q08 실적
73240,금호타이어,동부증권,윤태식,-0.084170717,2009.0,2.0,13.0,최악은 지났지만 아직은 이르다는 판단
9150,삼성전기,동양증권,최현재,-0.09996562,2009.0,1.0,28.0,"실적 부진, LED 사업 불확실성 증폭"
10620,현대미포조선,동양증권,이재원,-0.07674624,2009.0,11.0,25.0,"수주, 매출 모두 대형사 대비 부진할 듯"
23530,롯데쇼핑,동양증권,한상화,-0.10480625,2009.0,2.0,4.0,"기존 매장 효율성에 집중, 공격적 투자는 유지할 계획"
69960,현대백화점,동양증권,한상화,-0.03983739,2009.0,2.0,6.0,"4분기 총매출액 12월 영업부진으로 YoY 2.6% 감소한 4,965억원 기록"
33500,동성화인텍,리딩투자증권,김승환,0.0672500123,2009.0,4.0,22.0,점점 키코 부담에서 멀어지다
1230,동국제강,메리츠증권,신윤식,0.0981223329,2009.0,2.0,2.0,슬라브 오퍼가격 대폭 낮아졌으나 환율 부담 여전.
5490,POSCO,메리츠증권,신윤식,-0.051909345,2009.0,2.0,16.0,준비된 자에게 위기는 기회
33780,KT&G,메리츠증권,송광수,0.0060151861,2009.0,1.0,22.0,4분기 Comment: 09년 최대 영업실적 전망. 하반기 실적 둔화가 부담
35720,카카오,메리츠증권,성종화,-0.048724208,2009.0,3.0,27.0,"09 1Q 대폭 부진, 09 2Q 회복도 제한적일 전망"
36830,솔브레인,메리츠증권,문현식,-0.266054287,2009.0,3.0,10.0,파이컴 인수. 단기 부정적
37150,CJ인터넷,메리츠증권,성종화,-0.01473995,2009.0,3.0,31.0,"09 1Q 예상 부합 전망. 신작 부진, 차기작 불확실"
72870,메가스터디,메리츠증권,김미연,-0.024265686,2009.0,3.0,9.0,경기침체 이겨내는 우등생
150,두산,미래에셋증권,이상훈,0.0337724289,2009.0,2.0,5.0,구조조정 비용 + 자회사 실적둔화에 따른 부진
23530,롯데쇼핑,미래에셋증권,한국희,-0.10480625,2009.0,2.0,4.0,예상대로 부진
45380,더존디지털,미래에셋증권,정우철,-0.093709345,2009.0,2.0,16.0,경기침체 불구 투자매력도 높아
35250,강원랜드,부국증권,김성훈,-0.075317743,2009.0,6.0,1.0,위기 속에 찾은 기회 요인
150,두산,삼성증권,노세연,0.0337724289,2009.0,2.0,5.0,구조조정으로 자회사 부진을 만회 (요약)
660,SK하이닉스,삼성증권,이진호,0.0474042396,2009.0,12.0,8.0,내년 업황 둔화의 부정적 영향에 직면할 전망
2300,한국제지,삼성증권,황정하,0.0179083691,2009.0,2.0,17.0,예상 수준의 1월 실적: 1월 펄프 가격 하락세 지속
5960,동부건설,삼성증권,허문욱,-0.068784272,2009.0,8.0,17.0,고수익 관계사공사 2분기 준공 영향으로 예상보다 실적부진
8770,호텔신라,삼성증권,노세연,-0.089400245,2009.0,4.0,2.0,두 번째 비상의 기회가 올 때까지는…
