code,coname,house,analyst,carm,yy,mm,dd,title
1450,현대해상,동양증권,원재웅,-0.01552284,2014.0,3.0,3.0,손해보험-1월 실적 Review: 여전히 손해율 악화 국면
2550,KB손해보험,동양증권,원재웅,0.0267771604,2014.0,3.0,3.0,손해보험-1월 실적 Review: 여전히 손해율 악화 국면
5830,DB손해보험,동양증권,원재웅,0.0146771604,2014.0,3.0,3.0,손해보험-1월 실적 Review: 여전히 손해율 악화 국면
60,메리츠화재,유안타증권,원재웅,-0.002563149,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
810,삼성화재,유안타증권,원재웅,-0.005363149,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
1450,현대해상,유안타증권,원재웅,-0.007463149,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
2550,KB손해보험,유안타증권,원재웅,-0.013063149,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
3690,코리안리,유안타증권,원재웅,0.0056368513,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
5830,DB손해보험,유안타증권,원재웅,-0.015263149,2014.0,12.0,1.0,손해보험-10월 실적 리뷰: 자동차 및 장기위험손해율 상승 지속
7070,GS리테일,하나대투증권,박종대,-0.044317902,2014.0,2.0,3.0,컨슈머-온라인化의 불편한 진실(증보판)
51900,LG생활건강,하나대투증권,박종대,0.0646820979,2014.0,2.0,3.0,컨슈머-온라인化의 불편한 진실(증보판)
71840,롯데하이마트,하나대투증권,박종대,0.0184820979,2014.0,2.0,3.0,컨슈머-온라인化의 불편한 진실(증보판)
60,메리츠화재,한국투자증권,이철호,-0.030229195,2014.0,1.0,15.0,보험-3Q Preview: 결산의 아픔! 전망대비 20% 내외씩 부진 예상
3690,코리안리,한국투자증권,이철호,-0.016829195,2014.0,1.0,15.0,보험-3Q Preview: 결산의 아픔! 전망대비 20% 내외씩 부진 예상
2550,KB손해보험,유진투자증권,서보익,0.0379427061,2015.0,8.0,3.0,"손해보험-2Q15 종합비교: 손해율 개선 효과 뚜렷, 보험주에 긍
정적 접근이 필요한 시기"
5830,DB손해보험,유진투자증권,서보익,0.1314427061,2015.0,8.0,3.0,"손해보험-2Q15 종합비교: 손해율 개선 효과 뚜렷, 보험주에 긍
정적 접근이 필요한 시기"
9540,한국조선해양,유진투자증권,이상우,0.0223819382,2015.0,12.0,9.0,"기계-11월 중국 굴삭기 시장 동향: '내수 부진', 업황 부진의 이유"
42670,두산인프라코어,유진투자증권,이상우,-0.093118062,2015.0,12.0,9.0,"기계-11월 중국 굴삭기 시장 동향: '내수 부진', 업황 부진의 이유"
60,메리츠화재,미래에셋증권,원재웅,-0.001817269,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
370,한화손해보험,미래에셋증권,원재웅,-0.002117269,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
810,삼성화재,미래에셋증권,원재웅,-0.041417269,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
1450,현대해상,미래에셋증권,원재웅,0.0183827306,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
2550,KB손해보험,미래에셋증권,원재웅,0.0199827306,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
5830,DB손해보험,미래에셋증권,원재웅,-0.002517269,2016.0,11.0,30.0,손해보험-손해율 개선세 지속. 다만 2017 년은 완급조절
60,메리츠화재,유안타증권,정준섭,-0.002839977,2016.0,3.0,2.0,손해보험-16년 1월 실적 리뷰 - 손해율 개선이 실적 견인
810,삼성화재,유안타증권,정준섭,0.0097600234,2016.0,3.0,2.0,손해보험-16년 1월 실적 리뷰 - 손해율 개선이 실적 견인
1450,현대해상,유안타증권,정준섭,0.0838600234,2016.0,3.0,2.0,손해보험-16년 1월 실적 리뷰 - 손해율 개선이 실적 견인
2550,KB손해보험,유안타증권,정준섭,0.0355600234,2016.0,3.0,2.0,손해보험-16년 1월 실적 리뷰 - 손해율 개선이 실적 견인
5830,DB손해보험,유안타증권,정준섭,0.0509600234,2016.0,3.0,2.0,손해보험-16년 1월 실적 리뷰 - 손해율 개선이 실적 견인
3540,대신증권,한국투자증권,이철호,0.0272917496,2016.0,11.0,15.0,"증권-증권업, 우려대로 부진한 가운데 키움, NH 정도만 양호"
5940,NH투자증권,한국투자증권,이철호,-0.01060825,2016.0,11.0,15.0,"증권-증권업, 우려대로 부진한 가운데 키움, NH 정도만 양호"
6800,미래에셋대우,한국투자증권,이철호,-0.00420825,2016.0,11.0,15.0,"증권-증권업, 우려대로 부진한 가운데 키움, NH 정도만 양호"
16360,삼성증권,한국투자증권,이철호,0.0114917496,2016.0,11.0,15.0,"증권-증권업, 우려대로 부진한 가운데 키움, NH 정도만 양호"
39490,키움증권,한국투자증권,이철호,-0.02170825,2016.0,11.0,15.0,"증권-증권업, 우려대로 부진한 가운데 키움, NH 정도만 양호"
60,메리츠화재,NH투자증권,한승희,0.0222856914,2017.0,6.0,1.0,손해보험-위험손해율 개선으로 어닝 서프라이즈
810,삼성화재,NH투자증권,한승희,0.0005856914,2017.0,6.0,1.0,손해보험-위험손해율 개선으로 어닝 서프라이즈
1450,현대해상,NH투자증권,한승희,0.0290856914,2017.0,6.0,1.0,손해보험-위험손해율 개선으로 어닝 서프라이즈
5830,DB손해보험,NH투자증권,한승희,0.0354856914,2017.0,6.0,1.0,손해보험-위험손해율 개선으로 어닝 서프라이즈
270,기아차,메리츠종금증권,김준성,-0.045589885,2017.0,2.0,2.0,자동차-내수부진 지속과 미국재고부담 증가
5380,현대차,메리츠종금증권,김준성,-0.038789885,2017.0,2.0,2.0,자동차-내수부진 지속과 미국재고부담 증가
60,메리츠화재,KB증권,이남석,-0.094099914,2018.0,1.0,1.0,보험-손보 11월 Review: 계절적인 손해율 부진
1450,현대해상,KB증권,이남석,-0.115399914,2018.0,1.0,1.0,보험-손보 11월 Review: 계절적인 손해율 부진
60,메리츠화재,키움증권,김태현,-0.094099914,2018.0,1.0,2.0,손해보험-11월 실적 Review: 자동차보험 손해율 악화로 감익
810,삼성화재,키움증권,김태현,-0.039399914,2018.0,1.0,2.0,손해보험-11월 실적 Review: 자동차보험 손해율 악화로 감익
1450,현대해상,키움증권,김태현,-0.115399914,2018.0,1.0,2.0,손해보험-11월 실적 Review: 자동차보험 손해율 악화로 감익
3690,코리안리,키움증권,김태현,-0.045099914,2018.0,1.0,2.0,손해보험-11월 실적 Review: 자동차보험 손해율 악화로 감익
5830,DB손해보험,키움증권,김태현,-0.104299914,2018.0,1.0,2.0,손해보험-11월 실적 Review: 자동차보험 손해율 악화로 감익
17670,SK텔레콤,한국투자증권,양종인,0.0268871694,2018.0,1.0,19.0,통신서비스·유료방송-유료방송 통합 시 기업가치 상승
30200,KT,한국투자증권,양종인,0.0094871694,2018.0,1.0,19.0,통신서비스·유료방송-유료방송 통합 시 기업가치 상승
32640,LG유플러스,한국투자증권,양종인,0.0411871694,2018.0,1.0,19.0,통신서비스·유료방송-유료방송 통합 시 기업가치 상승
60,메리츠화재,키움증권,이태경,0.1875953409,2009.0,4.0,3.0,"손해보험업-Market risk 감소를 반영, 2위권 3사 목표주가 상향"
810,삼성화재,키움증권,이태경,-0.005904659,2009.0,4.0,3.0,"손해보험업-Market risk 감소를 반영, 2위권 3사 목표주가 상향"
2550,KB손해보험,키움증권,이태경,0.1489953409,2009.0,4.0,3.0,"손해보험업-Market risk 감소를 반영, 2위권 3사 목표주가 상향"
3690,코리안리,키움증권,이태경,-0.046204659,2009.0,4.0,3.0,"손해보험업-Market risk 감소를 반영, 2위권 3사 목표주가 상향"
5830,DB손해보험,키움증권,이태경,0.1192953409,2009.0,4.0,3.0,"손해보험업-Market risk 감소를 반영, 2위권 3사 목표주가 상향"
810,삼성화재,하나대투증권,나태열,0.0106915897,2009.0,6.0,16.0,보험 Monthly-밸류에이션 부담 빠르게 감소 중
1450,현대해상,하나대투증권,나태열,0.0138915897,2009.0,6.0,16.0,보험 Monthly-밸류에이션 부담 빠르게 감소 중
2550,KB손해보험,하나대투증권,나태열,0.0822915897,2009.0,6.0,16.0,보험 Monthly-밸류에이션 부담 빠르게 감소 중
5830,DB손해보험,하나대투증권,나태열,0.0310915897,2009.0,6.0,16.0,보험 Monthly-밸류에이션 부담 빠르게 감소 중
660,SK하이닉스,현대증권,김장열,0.1967347251,2009.0,3.0,26.0,반도체-하반기 반도체 공급부족가능성 (경제지표 개선+공급공백)=>반도체주식 더사라!
5930,삼성전자,현대증권,김장열,0.0337347251,2009.0,3.0,26.0,반도체-하반기 반도체 공급부족가능성 (경제지표 개선+공급공백)=>반도체주식 더사라!
17670,SK텔레콤,HMC투자증권,이남령,0.0471306951,2010.0,1.0,15.0,통신서비스 4분기 Preview-경쟁 상황은 우려보다 양호
32640,LG유플러스,HMC투자증권,이남령,-0.035969305,2010.0,1.0,15.0,통신서비스 4분기 Preview-경쟁 상황은 우려보다 양호
60,메리츠화재,IBK투자증권,박진형,0.0056355275,2010.0,2.0,24.0,손해보험-금리인상 리스크는 손보주로 대비하자
810,삼성화재,IBK투자증권,박진형,-0.030064472,2010.0,2.0,24.0,손해보험-금리인상 리스크는 손보주로 대비하자
1450,현대해상,IBK투자증권,박진형,-0.010664472,2010.0,2.0,24.0,손해보험-금리인상 리스크는 손보주로 대비하자
36570,엔씨소프트,KB투자증권,최훈,-0.071025934,2010.0,3.0,31.0,"온라인게임-아이템거래 금지, 쉽지만은 않다"
37150,CJ인터넷,KB투자증권,최훈,-0.049625934,2010.0,3.0,31.0,"온라인게임-아이템거래 금지, 쉽지만은 않다"
95660,네오위즈,KB투자증권,최훈,-0.106025934,2010.0,3.0,31.0,"온라인게임-아이템거래 금지, 쉽지만은 않다"
60,메리츠화재,KDB대우증권,정길원,-0.003769872,2010.0,1.0,21.0,손해보험-시간과의 싸움 !
2550,KB손해보험,KDB대우증권,정길원,0.0392301277,2010.0,1.0,21.0,손해보험-시간과의 싸움 !
60,메리츠화재,[구]푸르덴셜투자증권,성병수,0.0744790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
810,삼성화재,[구]푸르덴셜투자증권,성병수,0.0287790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
1450,현대해상,[구]푸르덴셜투자증권,성병수,0.0415790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
2550,KB손해보험,[구]푸르덴셜투자증권,성병수,0.0571790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
5830,DB손해보험,[구]푸르덴셜투자증권,성병수,0.0842790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
1430,세아베스틸,교보증권,엄진석,-0.050922483,2010.0,2.0,11.0,철강-과도한 우려가 반영된 시점
5490,POSCO,교보증권,엄진석,0.0215775168,2010.0,2.0,11.0,철강-과도한 우려가 반영된 시점
3450,현대증권,동부증권,김희준,0.0342406331,2010.0,8.0,5.0,증권업-브로커리지 M/S에 관한 오해와 진실
3470,유안타증권,동부증권,김희준,-0.034859367,2010.0,8.0,5.0,증권업-브로커리지 M/S에 관한 오해와 진실
3540,대신증권,동부증권,김희준,0.0054406331,2010.0,8.0,5.0,증권업-브로커리지 M/S에 관한 오해와 진실
5930,삼성전자,키움증권,김성인,-0.006667784,2010.0,3.0,8.0,TFT-LCD산업-TFT-LCD 산업 ! 시장 우려와 달리 쾌속 순항
34220,LG디스플레이,키움증권,김성인,-0.044467784,2010.0,3.0,8.0,TFT-LCD산업-TFT-LCD 산업 ! 시장 우려와 달리 쾌속 순항
78930,GS,하나대투증권,이정헌,-0.005323204,2010.0,3.0,15.0,석유정제-우려는 접어 두고. ‘Overweight’ 상향
96770,SK이노베이션,하나대투증권,이정헌,0.0055767956,2010.0,3.0,15.0,석유정제-우려는 접어 두고. ‘Overweight’ 상향
100,유한양행,동부증권,김태희,0.0330348012,2011.0,10.0,17.0,"제약-3Q11 Preview: 양호하지만, 내년 약가인하가 부담"
240,한국테크놀로지그룹,동부증권,임은영,0.1459893918,2011.0,4.0,14.0,타이어-원가부담보다 돋보이는 타이어 공급부족
1630,종근당홀딩스,동부증권,김태희,-0.006365199,2011.0,10.0,17.0,"제약-3Q11 Preview: 양호하지만, 내년 약가인하가 부담"
2350,넥센타이어,동부증권,임은영,0.0568893918,2011.0,4.0,14.0,타이어-원가부담보다 돋보이는 타이어 공급부족
6280,녹십자,동부증권,김태희,-0.012865199,2011.0,10.0,17.0,"제약-3Q11 Preview: 양호하지만, 내년 약가인하가 부담"
68870,LG생명과학,동부증권,김태희,0.0216348012,2011.0,10.0,17.0,"제약-3Q11 Preview: 양호하지만, 내년 약가인하가 부담"
69620,대웅제약,동부증권,김태희,0.0016348012,2011.0,10.0,17.0,"제약-3Q11 Preview: 양호하지만, 내년 약가인하가 부담"
13570,디와이,삼성증권,이미나,0.0960735974,2011.0,4.0,12.0,기계-1Q preview: 비수기로 부진한 발전플랜트; 견조한 건설기계
42670,두산인프라코어,삼성증권,이미나,-0.038826403,2011.0,4.0,12.0,기계-1Q preview: 비수기로 부진한 발전플랜트; 견조한 건설기계
4940,외환은행,토러스투자증권,이창욱,0.0278431947,2011.0,11.0,16.0,"은행-손발 묶인 채 뛰는 경제, 주주는 괴롭다."
24110,기업은행,토러스투자증권,이창욱,-0.049056805,2011.0,11.0,16.0,"은행-손발 묶인 채 뛰는 경제, 주주는 괴롭다."
53000,우리금융,토러스투자증권,이창욱,-0.028156805,2011.0,11.0,16.0,"은행-손발 묶인 채 뛰는 경제, 주주는 괴롭다."
55550,신한지주,토러스투자증권,이창욱,-0.016556805,2011.0,11.0,16.0,"은행-손발 묶인 채 뛰는 경제, 주주는 괴롭다."
105560,KB금융,토러스투자증권,이창욱,-0.019556805,2011.0,11.0,16.0,"은행-손발 묶인 채 뛰는 경제, 주주는 괴롭다."
60,메리츠화재,현대증권,이태경,0.047484188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
100,유한양행,현대증권,김혜림,0.0212800371,2011.0,6.0,16.0,제약-최악의 상황 벗어나고 있어
1450,현대해상,현대증권,이태경,0.009684188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
2550,KB손해보험,현대증권,이태경,0.031184188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
3690,코리안리,현대증권,이태경,0.035784188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
5830,DB손해보험,현대증권,이태경,0.005784188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
6280,녹십자,현대증권,김혜림,0.0594800371,2011.0,6.0,16.0,제약-최악의 상황 벗어나고 있어
20000,한섬,이트레이드증권,양지혜,-0.003498913,2012.0,11.0,15.0,의류-3Q 비수기 부진보다 4Q 성수기 개선에 주목!
81660,휠라홀딩스,이트레이드증권,양지혜,-0.086898913,2012.0,11.0,15.0,의류-3Q 비수기 부진보다 4Q 성수기 개선에 주목!
14620,성광벤드,동양증권,이재원,0.0163983212,2013.0,3.0,14.0,피팅-실적 우려는 주가에 충분히 반영
23160,태광,동양증권,이재원,0.0152983212,2013.0,3.0,14.0,피팅-실적 우려는 주가에 충분히 반영
33630,SK브로드밴드,HMC투자증권,황성진,0.0193093498,2014.0,12.0,9.0,미디어-광고경기 침체와 경쟁심화 지속
34120,SBS,HMC투자증권,황성진,0.0061093498,2014.0,12.0,9.0,미디어-광고경기 침체와 경쟁심화 지속
130960,CJ E&M,HMC투자증권,황성진,-0.00869065,2014.0,12.0,9.0,미디어-광고경기 침체와 경쟁심화 지속
8560,메리츠종금증권,KB투자증권,유승창,0.0859128031,2014.0,1.0,13.0,증권-여전히 부진한 수익성 가운데 종목별 차별화 진행
37620,미래에셋증권,KB투자증권,유승창,0.0230128031,2014.0,1.0,13.0,증권-여전히 부진한 수익성 가운데 종목별 차별화 진행
39490,키움증권,KB투자증권,유승창,0.0399128031,2014.0,1.0,13.0,증권-여전히 부진한 수익성 가운데 종목별 차별화 진행
71050,한국금융지주,KB투자증권,유승창,0.0105128031,2014.0,1.0,13.0,증권-여전히 부진한 수익성 가운데 종목별 차별화 진행
60,메리츠화재,NH농협증권,김태현,-0.012741625,2014.0,10.0,20.0,손해보험-FY3Q14F Preview: 종목별 실적 차별화
810,삼성화재,NH농협증권,김태현,-0.012541625,2014.0,10.0,20.0,손해보험-FY3Q14F Preview: 종목별 실적 차별화
1450,현대해상,NH농협증권,김태현,-0.015741625,2014.0,10.0,20.0,손해보험-FY3Q14F Preview: 종목별 실적 차별화
2550,KB손해보험,NH농협증권,김태현,-0.038741625,2014.0,10.0,20.0,손해보험-FY3Q14F Preview: 종목별 실적 차별화
5830,DB손해보험,NH농협증권,김태현,-0.005441625,2014.0,10.0,20.0,손해보험-FY3Q14F Preview: 종목별 실적 차별화
9830,한화솔루션,NH농협증권,최지환,0.0772204867,2014.0,11.0,7.0,에너지/화학-원자재시장 부진으로 주가도 저렴해졌다
10950,S-Oil,NH농협증권,최지환,0.0206204867,2014.0,11.0,7.0,에너지/화학-원자재시장 부진으로 주가도 저렴해졌다
11170,롯데케미칼,NH농협증권,최지환,0.1296204867,2014.0,11.0,7.0,에너지/화학-원자재시장 부진으로 주가도 저렴해졌다
78930,GS,NH농협증권,최지환,-0.009679513,2014.0,11.0,7.0,에너지/화학-원자재시장 부진으로 주가도 저렴해졌다
6800,미래에셋대우,대신증권,강승건,-0.010509012,2014.0,1.0,16.0,증권-거래대금 감소로 부진한 실적 시현 전망
33240,자화전자,대신증권,박강호,0.0190600041,2014.0,7.0,7.0,"전기전자(휴대폰)-14년 2분기 실적 부진, 저평가, 변화하는 기업에 주목!"
36710,심텍홀딩스,대신증권,박강호,-0.007539996,2014.0,7.0,7.0,"전기전자(휴대폰)-14년 2분기 실적 부진, 저평가, 변화하는 기업에 주목!"
37620,미래에셋증권,대신증권,강승건,-0.012909012,2014.0,1.0,16.0,증권-거래대금 감소로 부진한 실적 시현 전망
370,한화손해보험,메리츠종금증권,윤제민,-0.015109471,2014.0,12.0,11.0,"보험-위험손해율 안정화, 배당 증가로 투자 메리트 확대"
810,삼성화재,메리츠종금증권,윤제민,0.0218905292,2014.0,12.0,11.0,"보험-위험손해율 안정화, 배당 증가로 투자 메리트 확대"
1450,현대해상,메리츠종금증권,윤제민,0.0272905292,2014.0,12.0,11.0,"보험-위험손해율 안정화, 배당 증가로 투자 메리트 확대"
2550,KB손해보험,메리츠종금증권,윤제민,0.0202905292,2014.0,12.0,11.0,"보험-위험손해율 안정화, 배당 증가로 투자 메리트 확대"
5830,DB손해보험,메리츠종금증권,윤제민,0.0362905292,2014.0,12.0,11.0,"보험-위험손해율 안정화, 배당 증가로 투자 메리트 확대"
10140,삼성중공업,미래에셋증권,정우창,-0.056036673,2014.0,2.0,28.0,조선-드릴쉽 시장의 경쟁 심화 우려
10620,현대미포조선,미래에셋증권,정우창,-0.099536673,2014.0,2.0,28.0,조선-드릴쉽 시장의 경쟁 심화 우려
42660,대우조선해양,미래에셋증권,정우창,-0.061636673,2014.0,2.0,28.0,조선-드릴쉽 시장의 경쟁 심화 우려
55550,신한지주,삼성증권,김재우,0.01056546,2014.0,3.0,18.0,은행-월세 과세와 가계부채 우려-큰 흐름을 바꾸기엔 미흡
86790,하나금융지주,삼성증권,김재우,-0.00733454,2014.0,3.0,18.0,은행-월세 과세와 가계부채 우려-큰 흐름을 바꾸기엔 미흡
105560,KB금융,삼성증권,김재우,-0.01923454,2014.0,3.0,18.0,은행-월세 과세와 가계부채 우려-큰 흐름을 바꾸기엔 미흡
139130,DGB금융지주,삼성증권,김재우,0.01876546,2014.0,3.0,18.0,은행-월세 과세와 가계부채 우려-큰 흐름을 바꾸기엔 미흡
60,메리츠화재,유진투자증권,서보익,-0.002563149,2014.0,12.0,1.0,"손해보험-2014년 10월 Check:삼성화재 long,2위권 short"
270,기아차,유진투자증권,장문수,0.0032870226,2014.0,3.0,5.0,자동차-연비 악화 우려 불식시키며 LF 쏘나타 출시
810,삼성화재,유진투자증권,서보익,-0.005363149,2014.0,12.0,1.0,"손해보험-2014년 10월 Check:삼성화재 long,2위권 short"
2550,KB손해보험,유진투자증권,서보익,-0.013063149,2014.0,12.0,1.0,"손해보험-2014년 10월 Check:삼성화재 long,2위권 short"
5380,현대차,유진투자증권,장문수,-0.027012977,2014.0,3.0,5.0,자동차-연비 악화 우려 불식시키며 LF 쏘나타 출시
3450,현대증권,키움증권,서영수,0.0074735226,2014.0,1.0,14.0,증권-창조경제의 핵심은 자본시장 활성화 !!
6800,미래에셋대우,키움증권,서영수,-0.014326477,2014.0,1.0,14.0,증권-창조경제의 핵심은 자본시장 활성화 !!
17670,SK텔레콤,하나대투증권,김홍식,-0.016528098,2014.0,3.0,6.0,통신서비스-영업 정지 조치로 통신 시장 과열 우려 제거될 전망
32640,LG유플러스,하나대투증권,김홍식,0.0031719023,2014.0,3.0,6.0,통신서비스-영업 정지 조치로 통신 시장 과열 우려 제거될 전망
2380,KCC,하이투자증권,이희철,-0.010571014,2014.0,3.0,10.0,화학-Mid-Cycle은 Up! 단기 수요 부진 해소 필요
4800,효성,하이투자증권,이희철,-0.00303456,2014.0,3.0,17.0,"화학-화학업종, 수요 부진 감안해 1Q 추정치 하향"
6650,대한유화,하이투자증권,이희철,-0.044071014,2014.0,3.0,10.0,화학-Mid-Cycle은 Up! 단기 수요 부진 해소 필요
10950,S-Oil,하이투자증권,이희철,-0.02963456,2014.0,3.0,17.0,"화학-화학업종, 수요 부진 감안해 1Q 추정치 하향"
11170,롯데케미칼,하이투자증권,이희철,-0.01873456,2014.0,3.0,17.0,"화학-화학업종, 수요 부진 감안해 1Q 추정치 하향"
11780,금호석유,하이투자증권,이희철,-0.01563456,2014.0,3.0,17.0,"화학-화학업종, 수요 부진 감안해 1Q 추정치 하향"
51910,LG화학,하이투자증권,이희철,-0.017071014,2014.0,3.0,10.0,화학-Mid-Cycle은 Up! 단기 수요 부진 해소 필요
78930,GS,하이투자증권,이희철,0.0254289858,2014.0,3.0,10.0,화학-Mid-Cycle은 Up! 단기 수요 부진 해소 필요
96770,SK이노베이션,하이투자증권,이희철,-0.03023456,2014.0,3.0,17.0,"화학-화학업종, 수요 부진 감안해 1Q 추정치 하향"
5940,NH투자증권,한화투자증권,윤태호,0.0024367784,2014.0,3.0,21.0,"증권-최악의 국면 지났지만, 업황 회복 논하기 이르다"
6800,미래에셋대우,한화투자증권,윤태호,0.0074367784,2014.0,3.0,21.0,"증권-최악의 국면 지났지만, 업황 회복 논하기 이르다"
16360,삼성증권,한화투자증권,윤태호,0.0312367784,2014.0,3.0,21.0,"증권-최악의 국면 지났지만, 업황 회복 논하기 이르다"
39490,키움증권,한화투자증권,윤태호,0.0126367784,2014.0,3.0,21.0,"증권-최악의 국면 지났지만, 업황 회복 논하기 이르다"
4170,신세계,현대증권,이상구,0.0256070835,2014.0,4.0,10.0,"소매-1분기 Preview, 소비 부진 여파"
28150,GS홈쇼핑,현대증권,이상구,-0.026592916,2014.0,4.0,10.0,"소매-1분기 Preview, 소비 부진 여파"
35760,CJ ENM,현대증권,이상구,-0.036992916,2014.0,4.0,10.0,"소매-1분기 Preview, 소비 부진 여파"
139480,이마트,현대증권,이상구,0.0040070835,2014.0,4.0,10.0,"소매-1분기 Preview, 소비 부진 여파"
32640,LG유플러스,HMC투자증권,황성진,0.0045294462,2015.0,2.0,24.0,미디어-유료방송 합산규제안 법안심사소위 통과의 영향
53210,스카이라이프,HMC투자증권,황성진,-0.040670554,2015.0,2.0,24.0,미디어-유료방송 합산규제안 법안심사소위 통과의 영향
4020,현대제철,KB투자증권,김현태,0.0383613866,2015.0,3.0,2.0,철강금속-예상보다 부진한 시황. 2Q 가격 정책이 변수
5490,POSCO,KB투자증권,김현태,-0.006838613,2015.0,3.0,2.0,철강금속-예상보다 부진한 시황. 2Q 가격 정책이 변수
720,현대건설,KTB투자증권,김선미,-0.021904791,2015.0,3.0,5.0,건설-주택시장 회복의 수혜는 잠재손실 축소로도 이어져
830,삼성물산,KTB투자증권,김선미,-0.042904791,2015.0,3.0,5.0,건설-주택시장 회복의 수혜는 잠재손실 축소로도 이어져
18880,한온시스템,KTB투자증권,김형민,0.0355635143,2015.0,8.0,4.0,자동차/부품-7월 자동차 판매: 지속되는 해외 공장 출하량 부진
28050,삼성엔지니어링,KTB투자증권,김선미,0.0353952086,2015.0,3.0,5.0,건설-주택시장 회복의 수혜는 잠재손실 축소로도 이어져
68870,LG생명과학,KTB투자증권,이혜린,0.0452384445,2015.0,2.0,17.0,제약-1월 원외처방: 내수 처방 Volume은 여전히 부진
69620,대웅제약,KTB투자증권,이혜린,0.0351384445,2015.0,2.0,17.0,제약-1월 원외처방: 내수 처방 Volume은 여전히 부진
75180,새론오토모티브,KTB투자증권,김형민,-0.009736486,2015.0,8.0,4.0,자동차/부품-7월 자동차 판매: 지속되는 해외 공장 출하량 부진
128940,한미약품,KTB투자증권,이혜린,0.0760384445,2015.0,2.0,17.0,제약-1월 원외처방: 내수 처방 Volume은 여전히 부진
660,SK하이닉스,NH투자증권,이세철,-0.017851657,2015.0,2.0,27.0,반도체-PC DRAM 가격 하락세 둔화
